issue_id,answer_id,author,creation_time,issue_body,answer_body
4372224,0,tomhughes,2012-08-29T08:05:12+00:00,"If someone requests a changeset feed for a user that doesn't exist, the feed should give an HTTP 404. It currently seems to give a valid feed for the user that edited most recently.","When you say the changeset ""feed"" are you referring to the RSS feed only? or does this apply to the web view as well?"
4372224,1,hughbris,2012-10-11T22:58:22+00:00,"If someone requests a changeset feed for a user that doesn't exist, the feed should give an HTTP 404. It currently seems to give a valid feed for the user that edited most recently.","Whether feed or html, suspect 404 is not the correct response in these situations. Can't quite determine what the appropriate code should be. If we take the view that the resource is a search, then what we get is an empty list of search results. The resource is perfectly valid, so 200. Another perspective is that request is ""bad"", because the parameter is invalid (debatable), so ""400 Bad Request"". This is defined as a generic client-side error anyway, so I'm sure it can be justified. A quick search shows me [Foursquare are also taking this approach in their API](<link> None of the other 4xx codes seem appropriate to me. If you think we're overthinking this, it's in the API this most matters (outside the scope of this ticket, but they should align). From a quick scan, it looks like OSM's API returns 404 when an id parameter can't be matched (e.g. <link> ). Perhaps that should be up for consideration in 0.7."
4372224,2,gravitystorm,2012-10-12T01:06:47+00:00,"If someone requests a changeset feed for a user that doesn't exist, the feed should give an HTTP 404. It currently seems to give a valid feed for the user that edited most recently.","There's plenty of other places where the API gives inappropriate response codes - 412 precondition failed being my biggest bugbear. (Un?)fortunately we haven't had an API change in a while. However, I think that when you make a valid request (""give me the feed, here's the username"") for a resource that doesn't exist (""no feed found for the username you gave""), 404 Not Found is the correct response."
4372224,3,hughbris,2012-10-12T02:57:32+00:00,"If someone requests a changeset feed for a user that doesn't exist, the feed should give an HTTP 404. It currently seems to give a valid feed for the user that edited most recently.","> There's plenty of other places where the API gives inappropriate response codes Well, let's not get started on HTTP in the 0.6 API. I assume the wiki (and not here) is still the best place to [debate this](<link> and [plan for 0.7](<link> ?? (that's a question :) And let's be clear that 404 is correct for now just because it aligns with the current 0.6 API. > However, I think that when you make a valid request (""give me the feed, here's the username"") for a resource that doesn't exist (""no feed found for the username you gave""), 404 Not Found is the correct response. Sorry, being indulgent, but I do find the issue interesting. I think you mean you see the user as an intrinsic part of the resource, rather than just a parameter to the changeset result. I'm comfortable _enough_ with that interpretation, but I'd defer to anyone with examples based on usage in the wild. What works best for API users? I think I'd like a distinction between ""that virtual path is nonexistent"" and ""a parameter value isn't working for me""."
4372224,4,tomhughes,2012-10-12T13:26:53+00:00,"If someone requests a changeset feed for a user that doesn't exist, the feed should give an HTTP 404. It currently seems to give a valid feed for the user that edited most recently.","The basis of REST is that yes, that is an intrinsic part of the name of the resource and hence a 404 would seem to be correct here. At least for users that have never existed - for a deleted user 410 would be appropriate."
4372224,5,tmcw,2012-10-12T13:32:33+00:00,"If someone requests a changeset feed for a user that doesn't exist, the feed should give an HTTP 404. It currently seems to give a valid feed for the user that edited most recently.",I'd love a restart of the 0.7 conversation: the [childish trolling of the last one](<link> combined with the feature-creep make it extremely hard for a (relative) outsider to understand what's high-priority.
4372224,6,tomhughes,2012-10-12T13:35:13+00:00,"If someone requests a changeset feed for a user that doesn't exist, the feed should give an HTTP 404. It currently seems to give a valid feed for the user that edited most recently.","The problem is that the last one wasn't driven by people who were actually going to implement anything, it was a bunch of end users demanding free ponies... Certainly I wouldn't suggest anybody pay much attention to that wiki page as it really is very silly in many places."
4372224,7,gravitystorm,2017-03-30T13:41:44+00:00,"If someone requests a changeset feed for a user that doesn't exist, the feed should give an HTTP 404. It currently seems to give a valid feed for the user that edited most recently.",I can't reproduce the originally reported issue. A lot of the code in this area has changed since 2012 so I'm marking this as closed. If anyone can reproduce it then of course we'll reopen.
4695046,0,almet,2012-05-23T07:15:44+00:00,"Please allow content creators to define the cutoff/truncation point for summaries. This would allow for a cleaner break at the end of a sentence or paragraph, as opposed to the current system which appears arbitrary with respect to the content. EDIT: To clarify, the cutoff is optionally defined in each article, for context-sensitive summary breakpoints.","The way I would do this is by specifying either a setting in the global settings and a setting as a metadata information in the posts. If you want to add these in the code base, that should be fairly simple to do."
4695046,1,almet,2012-06-09T22:29:51+00:00,"Please allow content creators to define the cutoff/truncation point for summaries. This would allow for a cleaner break at the end of a sentence or paragraph, as opposed to the current system which appears arbitrary with respect to the content. EDIT: To clarify, the cutoff is optionally defined in each article, for context-sensitive summary breakpoints.",Do you want to work on this?
4695046,2,justinmayer,2012-07-09T13:49:05+00:00,"Please allow content creators to define the cutoff/truncation point for summaries. This would allow for a cleaner break at the end of a sentence or paragraph, as opposed to the current system which appears arbitrary with respect to the content. EDIT: To clarify, the cutoff is optionally defined in each article, for context-sensitive summary breakpoints.",": Just wondering if you are interested in working on this within the next few days. We are trying to put together a 3.0 release very soon, and it would be helpful to know whether we should mark this issue for inclusion in 3.0. Would you please let me know? Thanks!"
4695046,3,almet,2012-09-02T11:08:07+00:00,"Please allow content creators to define the cutoff/truncation point for summaries. This would allow for a cleaner break at the end of a sentence or paragraph, as opposed to the current system which appears arbitrary with respect to the content. EDIT: To clarify, the cutoff is optionally defined in each article, for context-sensitive summary breakpoints.","This could be done with docutils/markdown extensions, to be the more generic possible. I'm wondering how the other static blog generators are handling this. Any idea?"
4695046,4,sam-d,2012-11-16T21:18:52+00:00,"Please allow content creators to define the cutoff/truncation point for summaries. This would allow for a cleaner break at the end of a sentence or paragraph, as opposed to the current system which appears arbitrary with respect to the content. EDIT: To clarify, the cutoff is optionally defined in each article, for context-sensitive summary breakpoints.",I remember one static blog generator (hyde?) where you could define Jinja2 blocks in your docutils/markdown text and you would have them available in your templates. I found this a very clean solution
4695046,5,onlyhavecans,2013-03-03T17:10:35+00:00,"Please allow content creators to define the cutoff/truncation point for summaries. This would allow for a cleaner break at the end of a sentence or paragraph, as opposed to the current system which appears arbitrary with respect to the content. EDIT: To clarify, the cutoff is optionally defined in each article, for context-sensitive summary breakpoints.",Implemented by
4920642,0,tj,2012-06-06T01:22:28+00:00,"Express 2.5.9 using `app.all(string, function)`. The route: `"":ids(x(y|z)+)""` incorrectly compiles to: `/^(?:(x(y|z))+)\/?$/i` The plus operator should be applied to only `(y|z)`, but the operator applies to `x(y|z)` in its entirety.","ah - yeah that's from the non-greedy paren match. i dont think you can express balanced matches with js regexps, we would have to fiddle with the string"
4920642,1,davidmurdoch,2012-06-06T13:53:50+00:00,"Express 2.5.9 using `app.all(string, function)`. The route: `"":ids(x(y|z)+)""` incorrectly compiles to: `/^(?:(x(y|z))+)\/?$/i` The plus operator should be applied to only `(y|z)`, but the operator applies to `x(y|z)` in its entirety.",I found that wrapping the inner matching group and plus operator with another set of parenthesis fixes it (sorta). I'd love to take a stab at fixing it. Off the top of your head...any idea where I the offending code would be?
4920642,2,tj,2012-06-06T15:39:21+00:00,"Express 2.5.9 using `app.all(string, function)`. The route: `"":ids(x(y|z)+)""` incorrectly compiles to: `/^(?:(x(y|z))+)\/?$/i` The plus operator should be applied to only `(y|z)`, but the operator applies to `x(y|z)` in its entirety.","it's in the utils.js file, there's a method that converts a string to a regexp"
4920642,3,davidmurdoch,2012-06-07T18:30:05+00:00,"Express 2.5.9 using `app.all(string, function)`. The route: `"":ids(x(y|z)+)""` incorrectly compiles to: `/^(?:(x(y|z))+)\/?$/i` The plus operator should be applied to only `(y|z)`, but the operator applies to `x(y|z)` in its entirety.","I hacked a parser together and some tests: <link> It's a hideous ""solution"" and probably insanely slow, but it passes the tests. I don't have time to optimize it ... but if someone wants to for me please feel free. :-)"
5193915,0,justinmayer,2012-06-21T15:05:19+00:00,"This is loosely related to . If the SITEURL is not defined as a fully qualified URL, the resulting Atom feed is not valid according to the feed validator. line 2, column 198: id must be a full and valid URL: .././ [help] ... en.atom.xml"" rel=""self""></link><id>.././</id><updated>2012-04-22T19:48:4 ... As you can see the ID is just a relative something and not an URL. First I thought that setting FEED_DOMAIN gets rid of this issue but that is not the case either.","Generally speaking, Pelican currently works best when SITEURL is defined. As far as I understand it, it's impossible to generate a valid Atom feed without knowing the site domain. I'll try to note that in the docs. That said, I believe you are correct that specifying FEED_DOMAIN should be sufficient (but apparently isn't). The title of this issue should probably be: ""Ensure links in feeds are always absolute"""
5193915,1,almet,2012-07-04T22:09:28+00:00,"This is loosely related to . If the SITEURL is not defined as a fully qualified URL, the resulting Atom feed is not valid according to the feed validator. line 2, column 198: id must be a full and valid URL: .././ [help] ... en.atom.xml"" rel=""self""></link><id>.././</id><updated>2012-04-22T19:48:4 ... As you can see the ID is just a relative something and not an URL. First I thought that setting FEED_DOMAIN gets rid of this issue but that is not the case either.","We should probably issue a warning if SITEURL is not defined, what do you think?"
5193915,2,justinmayer,2012-07-04T23:50:44+00:00,"This is loosely related to . If the SITEURL is not defined as a fully qualified URL, the resulting Atom feed is not valid according to the feed validator. line 2, column 198: id must be a full and valid URL: .././ [help] ... en.atom.xml"" rel=""self""></link><id>.././</id><updated>2012-04-22T19:48:4 ... As you can see the ID is just a relative something and not an URL. First I thought that setting FEED_DOMAIN gets rid of this issue but that is not the case either.","I thought about that, but there are advantages to leaving it undefined when you're developing locally. I don't know that it makes sense to annoy folks with a constant warning every time they generate if they already understand what they're doing. Instead, I think the solution is in the documentation and the quickstart script. I have a potential solution running locally that is about 75% of the way there. I'll issue a pull request once I have something for folks to review, hopefully sometime this weekend."
5193915,3,almet,2012-07-05T09:16:12+00:00,"This is loosely related to . If the SITEURL is not defined as a fully qualified URL, the resulting Atom feed is not valid according to the feed validator. line 2, column 198: id must be a full and valid URL: .././ [help] ... en.atom.xml"" rel=""self""></link><id>.././</id><updated>2012-04-22T19:48:4 ... As you can see the ID is just a relative something and not an URL. First I thought that setting FEED_DOMAIN gets rid of this issue but that is not the case either.","If it's only for local deployment, then a warning is enough, IMO."
5193915,4,justinmayer,2012-07-09T14:08:35+00:00,"This is loosely related to . If the SITEURL is not defined as a fully qualified URL, the resulting Atom feed is not valid according to the feed validator. line 2, column 198: id must be a full and valid URL: .././ [help] ... en.atom.xml"" rel=""self""></link><id>.././</id><updated>2012-04-22T19:48:4 ... As you can see the ID is just a relative something and not an URL. First I thought that setting FEED_DOMAIN gets rid of this issue but that is not the case either.","My problems with displaying that warning are (1) there are valid reasons one might want to generate with those settings and (2) it really only affects feeds. But I agree that the warning could have significant value and think the solution is to display a warning when SITEURL is undefined **and** either FEED or FEED_RSS are set to `True`. If both FEED and FEED_RSS are `False`, there's really no reason to display a warning (and no feeds should be generated either: see ). I've already assigned myself a decent number of other issues. Anyone willing to help out and implement this small change? :smile:"
5193915,5,justinmayer,2012-07-20T13:16:02+00:00,"This is loosely related to . If the SITEURL is not defined as a fully qualified URL, the resulting Atom feed is not valid according to the feed validator. line 2, column 198: id must be a full and valid URL: .././ [help] ... en.atom.xml"" rel=""self""></link><id>.././</id><updated>2012-04-22T19:48:4 ... As you can see the ID is just a relative something and not an URL. First I thought that setting FEED_DOMAIN gets rid of this issue but that is not the case either.",Fixed by in . Issue closed. Yay! :clap:
5384064,0,justinmayer,2012-07-02T14:01:38+00:00,"In Rest, you can include emoticons images by using substitutions: Example: ``` This is a |smile| symbol ``` This is doable if you add a definition for that image somewhere in the rest ``` .. |smile| image:: smile.png ``` Proposal : include a library of emoticons images, we can use in our blog posts I don't know about MD though","For Markdown, it looks like someone has already taken a stab at writing an [emoticon extension for Python-Markdown](<link> Given that it's only a Gist at the moment, we'd have to test it, modify if necessary, and then package/host it properly somewhere."
5384064,1,almet,2012-10-25T12:27:43+00:00,"In Rest, you can include emoticons images by using substitutions: Example: ``` This is a |smile| symbol ``` This is doable if you add a definition for that image somewhere in the rest ``` .. |smile| image:: smile.png ``` Proposal : include a library of emoticons images, we can use in our blog posts I don't know about MD though","That's something to be handled by markdown and/or rst extensions, not by pelican itself."
5429798,0,almet,2012-07-04T15:16:47+00:00,"I'm not sure if this is resolved in but when I pull a fresh repo and run tests I get the following error in test_direct_templates_save_as_default: No handlers could be found for logger ""pelican.contents""",How are you running the tests?
5429798,1,onlyhavecans,2012-07-04T15:26:49+00:00,"I'm not sure if this is resolved in but when I pull a fresh repo and run tests I get the following error in test_direct_templates_save_as_default: No handlers could be found for logger ""pelican.contents""","The error comes up any way I run the test, before reporting I did the following; mkvirtualenv pelicantest git://github.com/ametaireau/pelican.git pip install $(cat dev_requirements.txt) unit2 discover I narrowed down to what reports by running the tests through PyCharm"
5429798,2,almet,2012-07-04T16:14:27+00:00,"I'm not sure if this is resolved in but when I pull a fresh repo and run tests I get the following error in test_direct_templates_save_as_default: No handlers could be found for logger ""pelican.contents""","that's weird, I don't have anything like this. I have a warning 'No handlers could be found fNo handlers could be found for logger ""pelican.contents""or logger ""pelican.contents""' tho, but that's not an error."
5429798,3,onlyhavecans,2012-07-04T16:24:29+00:00,"I'm not sure if this is resolved in but when I pull a fresh repo and run tests I get the following error in test_direct_templates_save_as_default: No handlers could be found for logger ""pelican.contents""","You are right, it's not a test failure but it is a warning. I apologize for not being clearer. Is this expected behavior?"
5429798,4,justinmayer,2012-07-05T17:53:43+00:00,"I'm not sure if this is resolved in but when I pull a fresh repo and run tests I get the following error in test_direct_templates_save_as_default: No handlers could be found for logger ""pelican.contents""","I'm seeing the same warning (_No handlers could be found for logger ""pelican.contents""_). I don't believe it's the expected behavior. I'm also seeing the following: ``` sh: pandoc: command not found ``` I must have missed the memo... Did Pandoc at some point become a required dependency for running the tests? It would be one thing if we could simply include it in dev_requirements.txt, but since Pandoc appears to be written in Haskell, installation is (relatively speaking) more complicated."
5429798,5,onlyhavecans,2012-07-05T19:41:49+00:00,"I'm not sure if this is resolved in but when I pull a fresh repo and run tests I get the following error in test_direct_templates_save_as_default: No handlers could be found for logger ""pelican.contents""",FYI: running the tests with nose does NOT produce the error (Travis runs it's tests with nose) --- pandoc IMO is a pain to install.[^HOMEBREW] It's not a requirement as the tests that require pandoc can be be skipped. That warning is superfluous considering unit will tell you why tests are skipped if you ask it. [^HOMEBREW]: The package installer is easy but I use homebrew in OS X which recommends you don't use those. The homebrew method for pandoc is `brew install haskell-platform && cabal install pandoc`. Then you have to add $HOME/.cabal/bin to your path. This is a very long compile.
5429798,6,justinmayer,2012-07-05T19:48:05+00:00,"I'm not sure if this is resolved in but when I pull a fresh repo and run tests I get the following error in test_direct_templates_save_as_default: No handlers could be found for logger ""pelican.contents""","A very long compile, and ~150MB of Haskell infrastructure. Could we not test for the presence of Pandoc and then output something like the following? ``` Pandoc not installed; related tests skipped. ```"
5429798,7,onlyhavecans,2012-07-05T20:08:18+00:00,"I'm not sure if this is resolved in but when I pull a fresh repo and run tests I get the following error in test_direct_templates_save_as_default: No handlers could be found for logger ""pelican.contents""","> Pandoc not installed; related tests skipped. Well that's what it DOES, but not what it says... yet"
5429798,8,justinmayer,2013-03-19T14:38:35+00:00,"I'm not sure if this is resolved in but when I pull a fresh repo and run tests I get the following error in test_direct_templates_save_as_default: No handlers could be found for logger ""pelican.contents""",Hey BunnyMan. Any progress on this front?
5429798,9,justinmayer,2013-03-27T20:09:53+00:00,"I'm not sure if this is resolved in but when I pull a fresh repo and run tests I get the following error in test_direct_templates_save_as_default: No handlers could be found for logger ""pelican.contents""",mentioned this on IRC recently as well. Perhaps he might be able to assist?
5946066,0,almet,2012-10-25T13:19:50+00:00,"Right now it seems that if I accidentally define the same slug, one of the articles arbitrarily wins and may (depending on my ARTICLE_\* settings) overwrite some other article. Ideally I would like the ability to see an error in that case as a safety check to avoid accidentally blowing away content when I publish. Currently there's a warning for overlapping slugs in utils.process_translations, but I would like the ability for an error and non-zero exit status when overwriting other content to handle aborting in an automated publish script more easily.","Yep, this makes sense. Including for 3.1 release."
5946066,1,Rogdham,2013-04-14T15:12:13+00:00,"Right now it seems that if I accidentally define the same slug, one of the articles arbitrarily wins and may (depending on my ARTICLE_\* settings) overwrite some other article. Ideally I would like the ability to see an error in that case as a safety check to avoid accidentally blowing away content when I publish. Currently there's a warning for overlapping slugs in utils.process_translations, but I would like the ability for an error and non-zero exit status when overwriting other content to handle aborting in an automated publish script more easily.","I've started working on that: . Two different things implemented: - if several posts have the same slug and the same language, a warning is displayed to the user (before it was only for non-translation posts) - if two templates generating files which would override a previously generated one, a critical error is displayed to the user, and `pelican` exits with non-zero status code It needs more testing, in particular to know the impact on performances."
5946066,2,Rogdham,2013-04-14T17:36:43+00:00,"Right now it seems that if I accidentally define the same slug, one of the articles arbitrarily wins and may (depending on my ARTICLE_\* settings) overwrite some other article. Ideally I would like the ability to see an error in that case as a safety check to avoid accidentally blowing away content when I publish. Currently there's a warning for overlapping slugs in utils.process_translations, but I would like the ability for an error and non-zero exit status when overwriting other content to handle aborting in an automated publish script more easily.",gave me a setting with 1419 posts to measure performances. Before: `make html 89.01s user 1.29s system 87% cpu 1:43.53 total` After: `make html 89.68s user 1.26s system 90% cpu 1:41.02 total` I can conclude that it does not have bad impact on performances.
6315488,0,onlyhavecans,2012-08-23T21:43:32+00:00,"As far as I can tell, there's not currently a way to add next / previous links to article pages? I think this would be extremely useful! Unfortunately I don't have the skill to fork and do it myself.",+1 I will try to add this when I get time unless someone else gets to it first
6315488,1,almet,2012-10-25T13:14:34+00:00,"As far as I can tell, there's not currently a way to add next / previous links to article pages? I think this would be extremely useful! Unfortunately I don't have the skill to fork and do it myself.","Cool. That could be added as a plugin , modifying the changes inthe context before sending it to the writers."
6315488,2,will-hart,2012-12-30T18:32:15+00:00,"As far as I can tell, there's not currently a way to add next / previous links to article pages? I think this would be extremely useful! Unfortunately I don't have the skill to fork and do it myself.","The pull request above implements one solution to this... however the 'next' and 'previous' links are considered in chronological order regardless of category, tags, etc."
6315488,3,beetleb,2012-12-31T21:51:48+00:00,"As far as I can tell, there's not currently a way to add next / previous links to article pages? I think this would be extremely useful! Unfortunately I don't have the skill to fork and do it myself.","> however the 'next' and 'previous' links are considered in chronological order regardless of category, tags, etc. Isn't that how it should be? While it would be nice to have the option to have it show by tag when you're only viewing the articles corresponding to a tag, wouldn't that generate way too much static content?"
6315488,4,will-hart,2012-12-31T22:29:43+00:00,"As far as I can tell, there's not currently a way to add next / previous links to article pages? I think this would be extremely useful! Unfortunately I don't have the skill to fork and do it myself.","Yes, that's how I will be using it. Some people may want ""next in category"" or ""previous in category"" which wouldn't require too much more work (would probably be better implemented in a plugin) but I haven't done this."
6315488,5,almet,2013-01-01T21:03:56+00:00,"As far as I can tell, there's not currently a way to add next / previous links to article pages? I think this would be extremely useful! Unfortunately I don't have the skill to fork and do it myself.","Yes, that should be implemented as a plugin. Closing since this isn't a feature of pelican core."
